Objekt,Ebene,Bauteil,AKS Plan,AKS real,alte Türnummer ,Schlossernummer,Höhe [cm],Breite [cm],Zylinder [Z/B/WC/S] ,"Flügel [1,2,3]",Hersteller,Seriennummer,Feuerwider-stand,Brand-schutz-grenze [ja/nein],Flucht [ja/nein],Fluchtwegs-tür Nr,Panik [D/ St.K],Nottaster [ja/nein],Offenhalte-magnet [ja/nein],Taster für Schließung [ja/nein],Vorsicherung [ja/nein],SZ - Magnet [ja/nein],Bemerkung,AKS_Plan,AKS_real,Name,Nummer,StatusText,Status,CLASS,Raum2,Raum2[2],tow.tod::anmerkung,tow_tod_last::durchführung,tow_tod_last::pnl_Nme,pnl.tow.tod_last::f_Name,eAntrieb,exf01,haltemechanik,hersteller,klassifikation,lfd.,Plan Nr.,BAUTEIL,EBENE,MODUL,RAUMNR.,NR.,FLUCHT MÖGLICH,Unnamed: 8,BLINDZYL./ ROSETTE/ ABDECKUNG,ZYL.,PANIKSCHLOSS,VERSPERRT,VERSPERRBAR,Unnamed: 14,NOTTASTER,Unnamed: 16,MÄNGEL,Unnamed: 18,Bewertung,Unnamed: 20,übermittelt,OBJ.,GESCH.,Alte Türnummer,BSTüreALT,Raumnr.,AKS RAUM,UZ6/Steu.,KREIS,LFD. NR,INFO
420.0,02,A,KeinNr.,KeinNr.,keineNr.,Nichtvorhanden,200.0,95,Z,1,KeinHersteller,Nichtlesbar,nein,nein,nein,KeineNr.,D/D,Nein,Nein,Nein,Nein,Nein,,42002AKeinNr.,42002AKeinNr.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
420.0,02,A,0209.01,0209.01,205,Nichtvorhanden,200.0,80,Z,1,KeinHersteller,Nichtlesbar,nein,nein,nein,KeineNr.,D/D,Nein,Nein,Nein,Nein,Nein,,42002A0209.01,42002A0209.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
420.0,02,A,0202.01,0202.01,200,Nichtvorhanden,200.0,90,B/S,1,KeinHersteller,Nichtlesbar,nein,nein,nein,KeineNr.,D/D,Nein,Nein,Nein,Nein,Nein,,42002A0202.01,42002A0202.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
420.0,02,A,0502.01,0502.01,201,Nichtvorhanden,200.0,90,Z/S,1,KeinHersteller,Nichtlesbar,nein,nein,nein,KeineNr.,D/D,Nein,Nein,Nein,Nein,Nein,,42002A0502.01,42002A0502.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
420.0,02,A,0504.01,0504.01,202,Nichtvorhanden,200.0,80,Z/S,1,KeinHersteller,Nichtlesbar,nein,nein,nein,KeineNr.,D/D,Nein,Nein,Nein,Nein,Nein,,42002A0504.01,42002A0504.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
420.0,02,A,0507.01,0507.01,203,Nichtvorhanden,200.0,80,Z,1,KeinHersteller,Nichtlesbar,nein,nein,nein,KeineNr.,D/D,Nein,Nein,Nein,Nein,Nein,,42002A0507.01,42002A0507.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
420.0,02,A,0509.01,0509.01,206,Nichtvorhanden,200.0,80,Z,1,KeinHersteller,Nichtlesbar,nein,nein,nein,KeineNr.,D/D,Nein,Nein,Nein,Nein,Nein,,42002A0509.01,42002A0509.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
420.0,02,A,0612.01,0612.01,208,Nichtvorhanden,200.0,95,B,1,KeinHersteller,Nichtlesbar,nein,nein,nein,KeineNr.,D/D,Nein,Nein,Nein,Nein,Nein,,42002A0612.01,42002A0612.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
420.0,02,A,0513.01,KeineNr.,210,Nichtvorhanden,200.0,80,Nichts,0,KeinHersteller,Nichtlesbar,nein,nein,nein,KeineNr.,0/0,Nein,Nein,Nein,Nein,Nein,"KeineTür,KeineNummer",42002A0513.01,42002AKeineNr.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
420.0,02,A,0513.02,KeineNr.,210A,Nichtvorhanden,200.0,90,Z,1,KeinHersteller,Nichtlesbar,nein,nein,nein,KeineNr.,0/0,Nein,Nein,Nein,Nein,Nein,,42002A0513.02,42002AKeineNr.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
420.0,02,A,0414.01,0414.01,209,Nichtvorhanden,210.0,90/40,Z,2,KeinHersteller,Nichtlesbar,nein,nein,ja,7,D/K,Nein,Nein,Nein,Nein,Nein,,42002A0414.01,42002A0414.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
420.0,02,A,0416.01,0416.01,217,420/2/1,210.0,90/40,Z,2,KeinHersteller,Nichtlesbar,nein,ja,ja,5,D/D,Nein,Ja,Ja,Nein,Nein,keineHerstellerangaben,42002A0416.01,42002A0416.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
420.0,02,A,0517.01,0517.01,218,Nichtvorhanden,200.0,90,Z,1,KeinHersteller,Nichtlesbar,nein,nein,nein,KeineNr.,D/D,Nein,Nein,Nein,Nein,Nein,,42002A0517.01,42002A0517.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
420.0,02,A,0617.01,0617.01,218A,Nichtvorhanden,200.0,90,Z,1,KeinHersteller,Nichtlesbar,nein,ja,nein,KeineNr.,D/D,Nein,Nein,Nein,Nein,Nein,keineHerstellerangaben,42002A0617.01,42002A0617.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
420.0,02,A,0618.01,0618.01,218B,Nichtvorhanden,200.0,90,Z,1,KeinHersteller,Nichtlesbar,nein,ja,nein,KeineNr.,D/D,Nein,Nein,Nein,Nein,Nein,keineHerstellerangaben,42002A0618.01,42002A0618.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
420.0,02,A,0217.01,0217.01,219,Nichtvorhanden,200.0,80,Z/S,1,KeinHersteller,Nichtlesbar,nein,nein,nein,KeineNr.,D/D,Nein,Nein,Nein,Nein,Nein,,42002A0217.01,42002A0217.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
420.0,02,A,0519.01,0519.01,220,Nichtvorhanden,200.0,80,Z/S,1,KeinHersteller,Nichtlesbar,nein,nein,nein,KeineNr.,D/D,Nein,Nein,Nein,Nein,Nein,,42002A0519.01,42002A0519.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
420.0,02,A,0217.02,KeineNr.,219A,Nichtvorhanden,200.0,95,Nichts,1,KeinHersteller,Nichtlesbar,nein,nein,nein,KeineNr.,D/D,Nein,Nein,Nein,Nein,Nein,,42002A0217.02,42002AKeineNr.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
420.0,02,A,0220.01,0220.01,221,Nichtvorhanden,200.0,80,Z/S,1,KeinHersteller,Nichtlesbar,nein,nein,nein,KeineNr.,D/D,Nein,Nein,Nein,Nein,Nein,,42002A0220.01,42002A0220.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
420.0,02,A,0222.01,0222.01,223,Nichtvorhanden,200.0,80,Z/S,1,KeinHersteller,Nichtlesbar,nein,nein,nein,KeineNr.,D/D,Nein,Nein,Nein,Nein,Nein,,42002A0222.01,42002A0222.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
420.0,02,A,0222.02,0222.02,223A,Nichtvorhanden,200.0,80,B,1,KeinHersteller,Nichtlesbar,nein,nein,nein,KeineNr.,D/D,Nein,Nein,Nein,Nein,Nein,,42002A0222.02,42002A0222.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
420.0,02,A,0522.01,0522.01,222,Nichtvorhanden,200.0,80,Z,1,KeinHersteller,Nichtlesbar,nein,nein,nein,KeineNr.,D/D,Nein,Nein,Nein,Nein,Nein,,42002A0522.01,42002A0522.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
420.0,02,A,0524.01,0524.01,224,Nichtvorhanden,200.0,80,Z/S,1,KeinHersteller,Nichtlesbar,nein,nein,nein,KeineNr.,D/D,Nein,Nein,Nein,Nein,Nein,,42002A0524.01,42002A0524.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
420.0,02,A,0224.01,0224.01,225,Nichtvorhanden,200.0,80,B/S,1,KeinHersteller,Nichtlesbar,nein,nein,nein,KeineNr.,D/D,Nein,Nein,Nein,Nein,Nein,,42002A0224.01,42002A0224.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
420.0,02,A,0226.01,0226.01,225A,Nichtvorhanden,200.0,80,Z,1,KeinHersteller,Nichtlesbar,nein,nein,nein,KeineNr.,D/D,Nein,Nein,Nein,Nein,Nein,,42002A0226.01,42002A0226.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
420.0,02,A,0524.02,0526.01,226,Nichtvorhanden,200.0,80,Z,1,KeinHersteller,Nichtlesbar,nein,nein,nein,KeineNr.,D/D,Nein,Nein,Nein,Nein,Nein,,42002A0524.02,42002A0526.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
420.0,02,A,0430.02,KeineNr.,keineNr.,Nichtvorhanden,200.0,90/40,Z/S,2,KeinHersteller,Nichtlesbar,nein,nein,ja,3,D/D,Nein,Nein,Nein,Nein,Nein,,42002A0430.02,42002AKeineNr.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
420.0,02,A,0228.01,0228.01,227,Nichtvorhanden,200.0,80,Z,1,KeinHersteller,Nichtlesbar,nein,nein,nein,KeineNr.,D/D,Nein,Nein,Nein,Nein,Nein,,42002A0228.01,42002A0228.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
420.0,02,A,0529.01,0529.01,228,Nichtvorhanden,200.0,80,Z,1,KeinHersteller,Nichtlesbar,nein,nein,nein,KeineNr.,D/D,Nein,Nein,Nein,Nein,Nein,,42002A0529.01,42002A0529.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
420.0,02,A,0330.01,0330.01,229,Nichtvorhanden,200.0,80,B,1,KeinHersteller,Nichtlesbar,nein,nein,nein,KeineNr.,D/D,Nein,Nein,Nein,Nein,Nein,,42002A0330.01,42002A0330.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
420.0,02,A,0331.01,0331.01,229B,Nichtvorhanden,200.0,70,WC,1,KeinHersteller,Nichtlesbar,nein,nein,nein,KeineNr.,D/D,Nein,Nein,Nein,Nein,Nein,,42002A0331.01,42002A0331.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
420.0,02,A,0331.02,0331.02,keineNr.,Nichtvorhanden,200.0,70,WC,1,KeinHersteller,Nichtlesbar,nein,nein,nein,KeineNr.,D/D,Nein,Nein,Nein,Nein,Nein,,42002A0331.02,42002A0331.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
420.0,02,A,0330.02,0330.02,229A,Nichtvorhanden,200.0,80,WC,1,KeinHersteller,Nichtlesbar,nein,nein,nein,KeineNr.,D/D,Nein,Nein,Nein,Nein,Nein,,42002A0330.02,42002A0330.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
420.0,02,A,0230.02,0230.02,keineNr.,Nichtvorhanden,200.0,70,WC,1,KeinHersteller,Nichtlesbar,nein,nein,nein,KeineNr.,D/D,Nein,Nein,Nein,Nein,Nein,,42002A0230.02,42002A0230.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
420.0,02,A,0430.01,0430.01,keineNr.,Nichtvorhanden,210.0,40/90,Z,2,KeinHersteller,Nichtlesbar,nein,nein,ja,2,D/D,Nein,Nein,Nein,Nein,Nein,,42002A0430.01,42002A0430.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
420.0,02,A,0632.01,0632.01,230,Nichtvorhanden,200.0,90,Z,1,KeinHersteller,Nichtlesbar,nein,nein,nein,KeineNr.,D/D,Nein,Nein,Nein,Nein,Nein,,42002A0632.01,42002A0632.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
420.0,02,A,0535.01,0535.01,234,Nichtvorhanden,200.0,80,Z,1,KeinHersteller,Nichtlesbar,nein,nein,ja,4,D/D,Nein,Nein,Nein,Nein,Nein,,42002A0535.01,42002A0535.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
420.0,02,A,0234.01,0234.01,233B,Nichtvorhanden,200.0,80,B,1,KeinHersteller,Nichtlesbar,nein,ja,nein,KeineNr.,D/D,Nein,Nein,Nein,Nein,Nein,keineHerstellerangaben,42002A0234.01,42002A0234.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
420.0,02,A,0335.01,KeinNr.,233B,Nichtvorhanden,200.0,80,Z,1,KeinHersteller,Nichtlesbar,nein,nein,nein,KeineNr.,D/D,Nein,Nein,Nein,Nein,Nein,,42002A0335.01,42002AKeinNr.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
420.0,02,A,0235.01,0235.01,233A,Nichtvorhanden,200.0,80,Z,1,KeinHersteller,Nichtlesbar,nein,nein,nein,KeineNr.,D/D,Nein,Nein,Nein,Nein,Nein,,42002A0235.01,42002A0235.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
420.0,02,A,0132.01,0132.01,231,420/2/4,210.0,40/90,Z,2,KeinHersteller,Nichtlesbar,nein,ja,ja,1,D/D,Nein,Nein,Nein,Nein,Nein,keineHerstellerangaben,42002A0132.01,42002A0132.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
420.0,02,A,KeineNr.,0234.02,232,420/2/5,210.0,40/90,Z,2,KeinHersteller,Nichtlesbar,nein,nein,nein,KeineNr.,K/K,Nein,Nein,Nein,Nein,Nein,,42002AKeineNr.,42002A0234.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
420.0,02,A,0522.02,0522.02,022A,Nichtvorhanden,200.0,80,Z,1,KeinHersteller,Nichtlesbar,nein,nein,nein,KeineNr.,D/D,Nein,Nein,Nein,Nein,Nein,,42002A0522.02,42002A0522.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
420.0,02,A,0226.02,KeineNr.,025B,Nichtvorhanden,0.0,0,B,0,KeinHersteller,Nichtlesbar,nein,nein,nein,KeineNr.,nichtvorhanden,Nein,Nein,Nein,Nein,Nein,KeineTür,42002A0226.02,42002AKeineNr.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
420.0,DA,A,0216.01,0216.01,KeineNr.,420/DG/1,200.0,90/40,Z,2,nichtLesbar,nichtLesbar,T30,ja,ja,3,D/D,nein,nein,nein,nein,nein,keineHerstellerangaben,420DAA0216.01,420DAA0216.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
420.0,DA,A,0213.02,0213.02,KeineNr.,keineNr.,200.0,80,Z,1,nichtLesbar,nichtLesbar,nein,nein,ja,2,D/D,nein,nein,nein,nein,nein,,420DAA0213.02,420DAA0213.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
420.0,DA,A,0213.01,0213.01,KeineNr.,keineNr.,200.0,80,Z,1,nichtLesbar,nichtLesbar,nein,nein,ja,1,D/D,nein,nein,nein,nein,nein,,420DAA0213.01,420DAA0213.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
420.0,DA,A,0714.01,keineNr.,KeineNr.,420/DG/2,220.0,145,nein,1/S,Steba,nichtLesbar,T30,ja,nein,keineNr.,nein,nein,ja,ja,nein,nein,keineSeriennummer,420DAA0714.01,420DAAkeineNr.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,0,,,,,,,,,,,,,,,,,,,,,,,4200A0201.01,,420.0,A0201.01,0K,1.0,Drehflügel#1,A0201,,STATUS0K_x001D__x001D__x001D_,2024-10-28,peD,DavidPESCHEK,,,,Peneder,T30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,0,,,,,,,,,,,,,,,,,,,,,,,4200A0203.01,,420.0,A0203.01,0K,1.0,Drehflügel#2,A0203,,STATUS0K_x001D__x001D__x001D_,2024-10-28,peD,DavidPESCHEK,,1.0,,Peneder,EI2-30-C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,0,,,,,,,,,,,,,,,,,,,,,,,4200A0803.01,,420.0,A0803.01,0K,1.0,Drehflügel#1,A0803,,STATUS0K_x001D__x001D__x001D_,2024-10-28,peD,DavidPESCHEK,,1.0,,Peneder,EI2-30-C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,0,,,,,,,,,,,,,,,,,,,,,,,4200A0803.02,,420.0,A0803.02,HINWEIS,21.0,Drehflügel#2,A0803,,STATUS0K_x001D_H000Freilauftürschließerhältnichtoffen(Spannung?)_x001D__x001D_,2024-10-28,peD,DavidPESCHEK,,1.0,,Fritscher,T30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,0,,,,,,,,,,,,,,,,,,,,,,,4200A0807.03,,420.0,A0807.03,0K,1.0,Drehflügel#2,A0807,,STATUS0K_x001D__x001D__x001D_,2024-10-28,peD,DavidPESCHEK,,,,Fritscher,T30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,0,,,,,,,,,,,,,,,,,,,,,,,4200A1106.01,,420.0,A1106.01,0K,1.0,Drehflügel#1,A1106,,STATUS0K_x001D__x001D__x001D_,2024-10-28,peD,DavidPESCHEK,,,,Peneder,EI2-30-C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,0,,,,,,,,,,,,,,,,,,,,,,,4200A1205.02,,420.0,A1205.02,0K,1.0,Drehflügel#1,A1205,,STATUS0K_x001D__x001D__x001D_,2024-10-28,peD,DavidPESCHEK,,,,_Unbekannt,Unbekannt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,0,,,,,,,,,,,,,,,,,,,,,,,4200A1205.03,,420.0,A1205.03,0K,1.0,Drehflügel#2,A1205,,STATUS0K_x001D__x001D__x001D_,2024-10-28,peD,DavidPESCHEK,,,,_Unbekannt,Unbekannt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,0,,,,,,,,,,,,,,,,,,,,,,,4200A1206.01,,420.0,A1206.01,HINWEIS,21.0,Drehflügel#2,A1206,,H000Stehflügelverriegelungfehlt_x001D__x001D__x001D_,2024-10-28,peD,DavidPESCHEK,,,,_Unbekannt,Unbekannt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,0,,,,,,,,,,,,,,,,,,,,,,,4200A1308.01,,420.0,A1308.01,0K,1.0,Drehflügel#2,A1308,,STATUS0K_x001D__x001D__x001D_,2024-10-31,peD,DavidPESCHEK,,,,_Unbekannt,Unbekannt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,0,,,,,,,,,,,,,,,,,,,,,,,4200A1308.02,,420.0,A1308.02,0K,1.0,Schiebetor#1,A1308,,STATUS0K_x001D__x001D__x001D_,2024-10-31,peD,DavidPESCHEK,,,1.0,_Unbekannt,Unbekannt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,0,,,,,,,,,,,,,,,,,,,,,,,4200A1405.01,,420.0,A1405.01,0K,1.0,Drehflügel#1,A1405,,STATUS0K_x001D__x001D__x001D_,2024-10-28,peD,DavidPESCHEK,,,,Peneder,EI2-30-C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,0,,,,,,,,,,,,,,,,,,,,,,,4200A1505.02,,420.0,A1505.02,HINWEIS,21.0,Drehflügel#1,A1405,,"H000Türe,verstellt_x001D__x001D__x001D_",2024-10-31,peD,DavidPESCHEK,,,,_Unbekannt,Unbekannt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,0,,,,,,,,,,,,,,,,,,,,,,,4200A1705.01,,420.0,A1705.01,MANGEL,11.0,Drehflügel#1,A1206,,M001Türmanipuliert(KlebebandimTürfalz)_x001D__x001D__x001D_,2024-10-28,peD,DavidPESCHEK,,,,_Unbekannt,Unbekannt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,0,,,,,,,,,,,,,,,,,,,,,,,4200A1710.02,,420.0,A1710.02,0K,1.0,Drehflügel#1,A1910,,STATUS0K_x001D__x001D__x001D_,2024-10-31,peD,DavidPESCHEK,,1.0,,Peneder,EI2-30-C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,0,,,,,,,,,,,,,,,,,,,,,,,4200A1910.01,,420.0,A1910.01,0K,1.0,Drehflügel#2,A1910,,STATUS0K_x001D__x001D__x001D_,2024-10-31,peD,DavidPESCHEK,,,,Domoferm,T30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,0,,,,,,,,,,,,,,,,,,,,,,,4200A2001.04,,420.0,A2001.04,HINWEIS,21.0,Drehflügel#1,A2001,,H000Türeverstellt_x001D__x001D__x001D_,2024-10-28,peD,DavidPESCHEK,,,,_Unbekannt,Unbekannt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,0,,,,,,,,,,,,,,,,,,,,,,,4200A2107.01,,420.0,A2107.01,0K,1.0,Drehflügel#1,A2107,,STATUS0K_x001D__x001D__x001D_,2024-10-28,peD,DavidPESCHEK,,,,_Unbekannt,Unbekannt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,0,,,,,,,,,,,,,,,,,,,,,,,4200A2110.01,,420.0,A2110.01,0K,1.0,Drehflügel#1,A2110,,STATUS0K_x001D__x001D__x001D_,2024-10-28,peD,DavidPESCHEK,,1.0,,TüranTür,T30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,0,,,,,,,,,,,,,,,,,,,,,,,4200A2114.01,,420.0,A2114.01,0K,1.0,Drehflügel#2,A2114,,STATUS0K_x001D__x001D__x001D_,2024-10-28,peD,DavidPESCHEK,,,1.0,Starmann,T30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,0,,,,,,,,,,,,,,,,,,,,,,,4200A2206.01,,420.0,A2206.01,0K,1.0,Drehflügel#1,A2206,,STATUS0K_x001D__x001D__x001D_,2024-10-31,peD,DavidPESCHEK,,,,_Unbekannt,T30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,0,,,,,,,,,,,,,,,,,,,,,,,4200A2207.01,,420.0,A2207.01,0K,1.0,Drehflügel#2,A1206,,STATUS0K_x001D__x001D__x001D_,2024-10-28,peD,DavidPESCHEK,,,1.0,Peneder,EI2-30-C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,0,,,,,,,,,,,,,,,,,,,,,,,4200A2208.01,,420.0,A2208.01,0K,1.0,Drehflügel#2,A2208,,STATUS0K_x001D__x001D__x001D_,2024-10-28,peD,DavidPESCHEK,,1.0,,Peneder,T30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
