Objekt,Ebene,Bauteil,AKS Plan,AKS real,alte Türnummer ,Schlossernummer,Höhe [cm],Breite [cm],Zylinder [Z/B/WC/S] ,"Flügel [1,2,3]",Hersteller,Seriennummer,Feuerwider-stand,Brand-schutz-grenze [ja/nein],Flucht [ja/nein],Fluchtwegs-tür Nr,Panik [D/ St.K],Nottaster [ja/nein],Offenhalte-magnet [ja/nein],Taster für Schließung [ja/nein],Vorsicherung [ja/nein],SZ - Magnet [ja/nein],Bemerkung,AKS_Plan,AKS_real,Name,Nummer,StatusText,Status,CLASS,Raum2,Raum2[2],tow.tod::anmerkung,tow_tod_last::durchführung,tow_tod_last::pnl_Nme,pnl.tow.tod_last::f_Name,eAntrieb,exf01,haltemechanik,hersteller,klassifikation,lfd.,Plan Nr.,BAUTEIL,EBENE,MODUL,RAUMNR.,NR.,FLUCHT MÖGLICH,Unnamed: 8,BLINDZYL./ ROSETTE/ ABDECKUNG,ZYL.,PANIKSCHLOSS,VERSPERRT,VERSPERRBAR,Unnamed: 14,NOTTASTER,Unnamed: 16,MÄNGEL,Unnamed: 18,Bewertung,Unnamed: 20,übermittelt,OBJ.,GESCH.,Alte Türnummer,BSTüreALT,Raumnr.,AKS RAUM,UZ6/Steu.,KREIS,LFD. NR,INFO
,0,,,,,,,,,,,,,,,,,,,,,,,4200A2209.01,,420.0,A2209.01,0K,1.0,Drehflügel#1,A2208,,STATUS0K_x001D__x001D__x001D_,2024-10-31,peD,DavidPESCHEK,,,,Peneder,T30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,0,,,,,,,,,,,,,,,,,,,,,,,4200A2214.01,,420.0,A2214.01,0K,1.0,Drehflügel#2,A2214,,STATUS0K_x001D__x001D__x001D_,2024-10-28,peD,DavidPESCHEK,,1.0,1.0,Starmann,T30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,0,,,,,,,,,,,,,,,,,,,,,,,4200A2215.01,,420.0,A2215.01,0K,1.0,Drehflügel#1,A2215,,STATUS0K_x001D__x001D__x001D_,2024-10-28,peD,DavidPESCHEK,,,,_Unbekannt,T30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,0,,,,,,,,,,,,,,,,,,,,,,,4200A2601.02,,420.0,A2601.02,0K,1.0,Drehflügel#2,A2601,,STATUS0K_x001D__x001D__x001D_,2024-10-28,peD,DavidPESCHEK,,,1.0,EI2Protector,T30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,0,,,,,,,,,,,,,,,,,,,,,,,4200A2801.02,,420.0,A2801.02,HINWEIS,21.0,Schiebetor#1,A2801,,H000ToraußerBetrieb_x001D__x001D__x001D_,2024-10-31,peD,DavidPESCHEK,,,,_Unbekannt,Unbekannt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,0,,,,,,,,,,,,,,,,,,,,,,,4200A3106.01,,420.0,A3106.01,0K,1.0,Drehflügel#2,A3106,,STATUS0K_x001D__x001D__x001D_,2024-10-28,peD,DavidPESCHEK,,,1.0,_Unbekannt,Unbekannt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,0,,,,,,,,,,,,,,,,,,,,,,,4200A3207.01,,420.0,A3207.01,0K,1.0,Drehflügel#2,A3207,,STATUS0K_x001D__x001D__x001D_,2024-10-31,peD,DavidPESCHEK,,,1.0,_Unbekannt,Unbekannt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,0,,,,,,,,,,,,,,,,,,,,,,,4200A3408.01,,420.0,A3408.01,0K,1.0,Schiebetor#1,A3408,,STATUS0K_x001D__x001D__x001D_,2024-10-28,peD,DavidPESCHEK,,,1.0,_Unbekannt,Unbekannt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,0,,,,,,,,,,,,,,,,,,,,,,,4200A3901.06,,420.0,A3901.06,0K,1.0,Drehflügel#1,A4301,,STATUS0K_x001D__x001D__x001D_,2024-10-28,peD,DavidPESCHEK,,,,Peneder,T30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,0,,,,,,,,,,,,,,,,,,,,,,,4200A3906.01,,420.0,A3906.01,0K,1.0,Drehflügel#2,A4006,,STATUS0K_x001D__x001D__x001D_,2024-10-28,peD,DavidPESCHEK,,1.0,1.0,_Unbekannt,Unbekannt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,0,,,,,,,,,,,,,,,,,,,,,,,4200A4001.01,,420.0,A4001.01,0K,1.0,Schiebetor#1,A4001,,STATUS0K_x001D__x001D__x001D_,2024-10-28,peD,DavidPESCHEK,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,0,,,,,,,,,,,,,,,,,,,,,,,4200A4001.02,,420.0,A4001.02,0K,1.0,Schiebetor#1,A4001,,STATUS0K_x001D__x001D__x001D_,2024-10-28,peD,DavidPESCHEK,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,0,,,,,,,,,,,,,,,,,,,,,,,4200A4006.01,,420.0,A4006.01,0K,1.0,Drehflügel#1,A4006,,STATUS0K_x001D__x001D__x001D_,2024-10-28,peD,DavidPESCHEK,,1.0,,Peneder,EI2-30-C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,0,,,,,,,,,,,,,,,,,,,,,,,4200A4101.01,,420.0,A4101.01,0K,1.0,Drehflügel#1,A4101,,STATUS0K_x001D__x001D__x001D_,2024-10-28,peD,DavidPESCHEK,,,,Peneder,EI2-30-C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,0,,,,,,,,,,,,,,,,,,,,,,,4200A4209.01,,420.0,A4209.01,0K,1.0,Drehflügel#1,A4209,,STATUS0K_x001D__x001D__x001D_,2024-10-28,peD,DavidPESCHEK,,,,Peneder,EI2-30-C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,0,,,,,,,,,,,,,,,,,,,,,,,4200A4301.01,,420.0,A4301.01,0K,1.0,Drehflügel#2,A4301,,STATUS0K_x001D__x001D__x001D_,2024-10-28,peD,DavidPESCHEK,,,,Peneder,T90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,0,,,,,,,,,,,,,,,,,,,,,,,4200A4401.07,,420.0,A4401.07,0K,1.0,Drehflügel#2,A4401,,STATUS0K_x001D__x001D__x001D_,2024-10-28,peD,DavidPESCHEK,,1.0,1.0,Fritscher,T90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,0,,,,,,,,,,,,,,,,,,,,,,,4200A4408.01,,420.0,A4408.01,0K,1.0,Drehflügel#1,A4408,,STATUS0K_x001D__x001D__x001D_,2024-10-28,peD,DavidPESCHEK,,,,Peneder,EI2-30-C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,0,,,,,,,,,,,,,,,,,,,,,,,4200A4608.05,,420.0,A4608.05,0K,1.0,Drehflügel#1,A4608,,STATUS0K_x001D__x001D__x001D_,2024-10-28,peD,DavidPESCHEK,,,,Peneder,EI2-30-C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,0,,,,,,,,,,,,,,,,,,,,,,,4200A4608.06,,420.0,A4608.06,0K,1.0,Schiebetor#1,A4608,,STATUS0K_x001D__x001D__x001D_,2024-10-28,peD,DavidPESCHEK,,,1.0,Peneder,EI2-30-C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,0,,,,,,,,,,,,,,,,,,,,,,,4200A5201.01,,420.0,A5201.01,0K,1.0,Drehflügel#1,A5201,,STATUS0K_x001D__x001D__x001D_,2024-10-28,peD,DavidPESCHEK,,,,Peneder,T30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,0,,,,,,,,,,,,,,,,,,,,,,,4200A5206.06,,420.0,A5206.06,0K,1.0,Drehflügel#2,A5206,,STATUS0K_x001D__x001D__x001D_,2024-10-28,peD,DavidPESCHEK,,,,_Unbekannt,Unbekannt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,0,,,,,,,,,,,,,,,,,,,,,,,4200A5305.01,,420.0,A5305.01,0K,1.0,Drehflügel#2,A5305,,STATUS0K_x001D__x001D__x001D_,2024-10-28,peD,DavidPESCHEK,,,,Fritscher,T90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,0,,,,,,,,,,,,,,,,,,,,,,,4200B0106.01,,420.0,B0106.01,0K,1.0,Drehflügel#1,B0106,,STATUS0K_x001D__x001D__x001D_,2024-10-28,peD,DavidPESCHEK,,,,Steba,T30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,0,,,,,,,,,,,,,,,,,,,,,,,4200B0405.01,,420.0,B0405.01,0K,1.0,Drehflügel#2,B0405,,STATUS0K_x001D__x001D__x001D_,2024-10-28,peD,DavidPESCHEK,,,1.0,Peneder,EI2-30-C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,0,,,,,,,,,,,,,,,,,,,,,,,4200B0805.01,,420.0,B0805.01,0K,1.0,Drehflügel#2,B0805,,STATUS0K_x001D__x001D__x001D_,2024-10-28,peD,DavidPESCHEK,,,1.0,_Unbekannt,Unbekannt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,0,,,,,,,,,,,,,,,,,,,,,,,4200B1005.01,,420.0,B1005.01,0K,1.0,Drehflügel#2,B1005,,STATUS0K_x001D__x001D__x001D_,2024-10-28,peD,DavidPESCHEK,,,1.0,_Unbekannt,Unbekannt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,0,,,,,,,,,,,,,,,,,,,,,,,4200B1105.01,,420.0,B1105.01,HINWEIS,21.0,Drehflügel#2,B1105,,H000PanikschlossfehltsieheFLTListe_x001D__x001D__x001D_,2024-10-28,peD,DavidPESCHEK,,1.0,,_Unbekannt,Unbekannt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,0,,,,,,,,,,,,,,,,,,,,,,,4200B1202.02,,420.0,B1202.02,0K,1.0,Drehflügel#2,B1202,,STATUS0K_x001D__x001D__x001D_,2024-10-28,peD,DavidPESCHEK,,,1.0,Starmann,T30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,0,,,,,,,,,,,,,,,,,,,,,,,4200B1208.01,,420.0,B1208.01,0K,1.0,Drehflügel#2,B1208,,STATUS0K_x001D__x001D__x001D_,2024-10-28,peD,DavidPESCHEK,,1.0,,Starmann,T30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,0,,,,,,,,,,,,,,,,,,,,,,,4200B1305.01,,420.0,B1305.01,0K,1.0,Drehflügel#1,B1305,,STATUS0K_x001D__x001D__x001D_,2024-10-28,peD,DavidPESCHEK,,1.0,,Peneder,T30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,0,,,,,,,,,,,,,,,,,,,,,,,4200B1404.01,,420.0,B1404.01,0K,1.0,Drehflügel#2,B1404,,STATUS0K_x001D__x001D__x001D_,2024-10-28,peD,DavidPESCHEK,,1.0,1.0,Starmann,T30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,0,,,,,,,,,,,,,,,,,,,,,,,4200B1605.01,,420.0,B1605.01,0K,1.0,Drehflügel#1,B1404,,STATUS0K_x001D__x001D__x001D_,2024-10-28,peD,DavidPESCHEK,,,,_Unbekannt,Unbekannt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,0,,,,,,,,,,,,,,,,,,,,,,,4200B1605.02,,420.0,B1605.02,0K,1.0,Drehflügel#2,B1605,,STATUS0K_x001D__x001D__x001D_,2024-10-28,peD,DavidPESCHEK,,1.0,1.0,Novoferm,T30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,0,,,,,,,,,,,,,,,,,,,,,,,4200B1607.01,,420.0,B1607.01,0K,1.0,Drehflügel#2,B1607,,STATUS0K_x001D__x001D__x001D_,2024-10-28,peD,DavidPESCHEK,,,1.0,_Unbekannt,Unbekannt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,0,,,,,,,,,,,,,,,,,,,,,,,4200B1607.03,,420.0,B1607.03,0K,1.0,Schiebetor#1,B1607,,STATUS0K_x001D__x001D__x001D_,2024-10-28,peD,DavidPESCHEK,,,1.0,_Unbekannt,Unbekannt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,0,,,,,,,,,,,,,,,,,,,,,,,4200B2605.01,,420.0,B2605.01,0K,1.0,Schiebetor#1,B2605,,STATUS0K_x001D__x001D__x001D_,2024-10-28,peD,DavidPESCHEK,,,1.0,_Unbekannt,Unbekannt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1,,,,,,,,,,,,,,,,,,,,,,,4201A0222.02,,420.0,A0222.02,0K,1.0,Drehflügel#2,A0230,,STATUS0K_x001D__x001D__x001D_,2024-10-28,peD,DavidPESCHEK,,1.0,1.0,Starmann,T30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1,,,,,,,,,,,,,,,,,,,,,,,4201A0230.01,,420.0,A0230.01,0K,1.0,Drehflügel#2,A0230,,STATUS0K_x001D__x001D__x001D_,2024-10-28,peD,DavidPESCHEK,,1.0,1.0,Starmann,T30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1,,,,,,,,,,,,,,,,,,,,,,,4201A0414.02,,420.0,A0414.02,0K,1.0,Drehflügel#1,A0414,,STATUS0K_x001D__x001D__x001D_,2024-10-28,peD,DavidPESCHEK,,1.0,1.0,Starmann,T30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1,,,,,,,,,,,,,,,,,,,,,,,4201A0416.01,,420.0,A0416.01,0K,1.0,Drehflügel#2,A0416,,STATUS0K_x001D__x001D__x001D_,2024-10-28,peD,DavidPESCHEK,,1.0,,Starmann,T30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1,,,,,,,,,,,,,,,,,,,,,,,4201A0516.01,,420.0,A0516.01,0K,1.0,Drehflügel#1,A0416,,STATUS0K_x001D__x001D__x001D_,2024-10-28,peD,DavidPESCHEK,,1.0,,_Unbekannt,T30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2,,,,,,,,,,,,,,,,,,,,,,,4202A0132.01,,420.0,A0132.01,0K,1.0,Drehflügel#2,A0132,,STATUS0K_x001D__x001D__x001D_,2024-10-28,peD,DavidPESCHEK,,1.0,,Starmann,T30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2,,,,,,,,,,,,,,,,,,,,,,,4202A0234.02,,420.0,A0234.02,0K,1.0,Drehflügel#2,A0132,,STATUS0K_x001D__x001D__x001D_,2024-10-28,peD,DavidPESCHEK,,,,Starmann,T30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2,,,,,,,,,,,,,,,,,,,,,,,4202A0416.01,,420.0,A0416.01,0K,1.0,Drehflügel#1,A0416,,STATUS0K_x001D__x001D__x001D_,2024-10-28,peD,DavidPESCHEK,,1.0,1.0,Starmann,T30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2,,,,,,,,,,,,,,,,,,,,,,,4202A0416.02,,420.0,A0416.02,0K,1.0,Drehflügel#2,A0416,,STATUS0K_x001D__x001D__x001D_,2024-10-28,peD,DavidPESCHEK,,1.0,1.0,Starmann,T30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2,,,,,,,,,,,,,,,,,,,,,,,4202A0617.01,,420.0,A0617.01,0K,1.0,Drehflügel#1,A0617,,STATUS0K_x001D__x001D__x001D_,2024-10-28,peD,DavidPESCHEK,,1.0,,TischlereiKout,T30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2,,,,,,,,,,,,,,,,,,,,,,,4202A0618.01,,420.0,A0618.01,0K,1.0,Drehflügel#1,A0617,,STATUS0K_x001D__x001D__x001D_,2024-10-28,peD,DavidPESCHEK,,,,Domoferm,T30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2,,,,,,,,,,,,,,,,,,,,,,,4202A0714.01,,420.0,A0714.01,0K,1.0,Drehflügel#1,A0714,,STATUS0K_x001D__x001D__x001D_,2024-10-28,peD,DavidPESCHEK,,1.0,1.0,Starmann,T30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,DG,,,,,,,,,,,,,,,,,,,,,,,420DGA0216.01,,420.0,A0216.01,0K,1.0,Drehflügel#2,A0213,,STATUS0K_x001D__x001D__x001D_,2024-10-28,peD,DavidPESCHEK,,1.0,,Steba,T30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,DG,,,,,,,,,,,,,,,,,,,,,,,420DGA0714.01,,420.0,A0714.01,0K,1.0,Schiebetor#1,A0213,,STATUS0K_x001D__x001D__x001D_,2024-10-28,peD,DavidPESCHEK,,,1.0,Steba,T30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Nr.,,,,,,,JA,NEIN,,,,,JA,NEIN,JA,NEIN,Art,erl,0=ok,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,42000A0106.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,420.0,0,004,420/0/3/6,001,0A0106,5.0,1.0,1.0,
,,,,,,,,,,,,,,,,,,,,,,,,42000A0803.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,420.0,0,040D,420/0/14/6,040D,0A0803,6.0,2.0,2.0,
,,,,,,,,,,,,,,,,,,,,,,,,42000A0602.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,420.0,0,040A,420/0/15/6,040A,0A0602,6.0,2.0,3.0,
,,,,,,,,,,,,,,,,,,,,,,,,42000A0406.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,420.0,0,008,420/0/22/6,004,0A0406,6.0,2.0,4.0,
,,,,,,,,,,,,,,,,,,,,,,,,4200A0807.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,420.0,0,009,420/0/10,009,0A0807,6.0,2.0,5.0,
,,,,,,,,,,,,,,,,,,,,,,,,42000A2207.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,420.0,0,017,420/0/40/6,017,0A2207,7.0,3.0,1.0,Spannungs-unterbrechungvon17.00-06.30überexternesZeitrelais
,,,,,,,,,,,,,,,,,,,,,,,,42000A1206.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,420.0,0,018,420/0/45/6,008,0A1206,8.0,4.0,1.0,Spannungs-unterbrechungvon17.00-06.30überexternesZeitrelais
,,,,,,,,,,,,,,,,,,,,,,,,42000A1308.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,420.0,0,011A,420/0/29/6,011A,0A1308,9.0,5.0,1.0,HMdemontiert/Verbindungsdose
,,,,,,,,,,,,,,,,,,,,,,,,42000A1308.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,420.0,0,037A,420/0/30/6,013,0A1607,9.0,5.0,2.0,HMdemontiert/Verbindungsdose
,,,,,,,,,,,,,,,,,,,,,,,,42000A3207.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,420.0,0,023,420/0/57/6,023,0A3207,12.0,8.0,1.0,
,,,,,,,,,,,,,,,,,,,,,,,,42000A2601.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,420.0,0,047A,420/0/58/6,018,0A2601,12.0,8.0,2.0,
,,,,,,,,,,,,,,,,,,,,,,,,42000A3106.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,420.0,0,022,420/0/56/6,022,0A3106,13.0,10.0,1.0,
,,,,,,,,,,,,,,,,,,,,,,,,42000A3906.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,420.0,0,028,420/0/61/6,028,0A3906,15.0,12.0,1.0,
,,,,,,,,,,,,,,,,,,,,,,,,42000A3408.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,420.0,0,049A,420/0/59/6,047A,0A3108,16.0,13.0,1.0,
,,,,,,,,,,,,,,,,,,,,,,,,42000A4001.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,420.0,0,062A,420/0/53,064,0A4001,17.0,14.0,1.0,
,,,,,,,,,,,,,,,,,,,,,,,,42000A4401.07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,420.0,0,030,420/0/64/6,070,0A4401,18.0,15.0,1.0,
,,,,,,,,,,,,,,,,,,,,,,,,42000A5305.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,420.0,0,032,420/0/65/6,059,0A5305,18.0,15.0,2.0,
,,,,,,,,,,,,,,,,,,,,,,,,42000A4408.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,420.0,0,055A,,055,0A4408,18.0,15.0,3.0,
,,,,,,,,,,,,,,,,,,,,,,,,42000A4001.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,420.0,0,064D,420/0/54/6,064,0A4001,19.0,16.0,1.0,
,,,,,,,,,,,,,,,,,,,,,,,,42000A4608.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,420.0,0,057B,420/0/69/6,057,0A4608,42.0,17.0,1.0,
,,,,,,,,,,,,,,,,,,,,,,,,42000A5206.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,420.0,0,032A,420/0/70/6,032A,0A5106,42.0,17.0,2.0,
,,,,,,,,,,,,,,,,,,,,,,,,42000A2114.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,420.0,0,075A,420/0/71/6,073A,0A2113,49.0,18.0,1.0,
,,,,,,,,,,,,,,,,,,,,,,,,42000A2114.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,420.0,0,075F,420/0/72/6,094,0A2115,49.0,18.0,2.0,
,,,,,,,,,,,,,,,,,,,,,,,,42001A0414.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,420.0,1.0G,103B,420/1/1/6,101C,0A0414,51.0,19.0,1.0,
,,,,,,,,,,,,,,,,,,,,,,,,420020A0714.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,420.0,2.0G,212,420/2/1/6,216,0A0414,53.0,20.0,1.0,
,,,,,,,,,,,,,,,,,,,,,,,,420020A0416.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,420.0,2.0G,216,420/2/2/6,209,0A0416,54.0,21.0,1.0,
,,,,,,,,,,,,,,,,,,,,,,,,420020A0416.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,420.0,2.0G,217,420/2/3/6,209,0A0416,54.0,21.0,2.0,
,,,,,,,,,,,,,,,,,,,,,,,,420DAA0714.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,420.0,DG,keien,420/3/1,301,0A0213,64.0,22.0,1.0,
,,,,,,,,,,,,,,,,,,,,,,,,42000B2605.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,420.0,0,0102A,421/0/1/6,021,0B2605,102.0,23.0,1.0,
,,,,,,,,,,,,,,,,,,,,,,,,42000B1607.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,420.0,0,0101,421/0/2/6,0102,0B1805,103.0,24.0,1.0,
,,,,,,,,,,,,,,,,,,,,,,,,42000B1202.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,420.0,0,090A,421/0/11/6,090,0B1202,104.0,25.0,1.0,
,,,,,,,,,,,,,,,,,,,,,,,,42000B1302.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,420.0,0,086,421/0/12/6,085A,0B1207,104.0,25.0,2.0,
,,,,,,,,,,,,,,,,,,,,,,,,42001A0230.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,420.0,1.0G,116A,421/1/2/6,110A,0A0230,112.0,26.0,1.0,
,,,,,,,,,,,,,,,,,,,,,,,,42001A0222.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,420.0,1.0G,110A,421/1/1/6,110,0A0230,112.0,26.0,2.0,
,,,,,,,,,,,,,,,,,,,,,,,,4200B11605.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,420.0,0,0100C,421/0/3/6,0100A,0B1607,120.0,27.0,1.0,
,,,,,,,,,,,,,,,,,,,,,,,,42000B1607.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,420.0,0,093,421/0/4/6,0100A,0B1607,120.0,27.0,2.0,
,,,,,,,,,,,,,,,,,,,,,,,,42000B1005.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,420.0,0,083B,421/0/8/6,083,0B1005,122.0,28.0,1.0,
,,,,,,,,,,,,,,,,,,,,,,,,42000B0805.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,420.0,0,082B,421/0/9/6,082,0B0805,122.0,28.0,2.0,
,,,,,,,,,,,,,,,,,,,,,,,,42000B0405.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,420.0,0,081B,421/0/10/6,081,0B0405,122.0,28.0,3.0,
,,,,,,,,,,,,,,,,,,,,,,,,keinevorhanden,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,420.0,0,keinevorhanden,Keine,0103,0B0304,121.0,29.0,1.0,FreilagerEX
